Frame ID | Spatial Relations
F0349 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [yellow_box] is contained in [component_box] (score: 0.12), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0350 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [yellow_box] is contained in [component_box] (score: 0.12), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0351 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [yellow_box] is contained in [component_box] (score: 0.12), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0352 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [yellow_box] is contained in [component_box] (score: 0.12), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0353 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [yellow_box] is contained in [component_box] (score: 0.12), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0354 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [yellow_box] is contained in [component_box] (score: 0.12), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0355 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [yellow_box] is contained in [component_box] (score: 0.12), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0356 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [yellow_box] is contained in [component_box] (score: 0.12), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0357 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [yellow_box] is contained in [component_box] (score: 0.12), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0358 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [yellow_box] is contained in [component_box] (score: 0.12), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0359 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [yellow_box] is contained in [component_box] (score: 0.12), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0360 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [yellow_box] is behind [component_box] (score: 0.11), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0361 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [yellow_box] is behind [component_box] (score: 0.11), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0362 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [yellow_box] is behind [component_box] (score: 0.11), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0363 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [yellow_box] is behind [component_box] (score: 0.11), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0364 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [yellow_box] is behind [component_box] (score: 0.11), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0365 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [yellow_box] is behind [component_box] (score: 0.11), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0366 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [yellow_box] is behind [component_box] (score: 0.11), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0367 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [yellow_box] is behind [component_box] (score: 0.11), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0368 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [yellow_box] is behind [component_box] (score: 0.11), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0369 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [yellow_box] is behind [component_box] (score: 0.11), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0370 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [yellow_box] is behind [component_box] (score: 0.11), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0371 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [yellow_box] is behind [component_box] (score: 0.11), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0372 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [yellow_box] is behind [component_box] (score: 0.11), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0373 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [yellow_box] is behind [component_box] (score: 0.11), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0374 | [human_body] is behind [container_box], [human_body] is holding [component_box] (score: 0.82), [human_body] is holding [yellow_box] (score: 0.82), [human_body] is holding [operator_hand] (score: 0.76), [human_body] is beside [container_box] (score: 0.37), [human_body] is beside [container_lid] (score: 0.28), [yellow_box] is behind [component_box] (score: 0.11), [container_box] is beside [container_lid] (score: 0.22), [container_box] is beside [red_box] (score: 0.18), [container_box] is in front of [human_body] (score: 0.13), [container_lid] is on top of [container_box] (score: 0.43), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.10), [red_box] is beside [container_box] (score: 0.30), [red_box] is beside [container_lid] (score: 0.18), [component_box] is in front of [yellow_box] (score: 0.09)
F0375 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
F0376 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
F0377 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
F0378 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
F0379 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
F0380 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
F0381 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [operator_hand] is holding [component_box] (score: 0.06), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17)
F0382 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
F0383 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
F0384 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
F0385 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
F0386 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
F0387 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.83), [human_body] is holding [operator_hand] (score: 0.66), [human_body] is beside [container_box] (score: 0.37), [human_body] is holding [container_lid] (score: 0.33), [human_body] is beside [red_box] (score: 0.07), [container_box] is beside [red_box] (score: 0.22), [container_box] is holding [container_lid] (score: 0.18), [container_box] is in front of [human_body] (score: 0.12), [container_lid] is on top of [container_box] (score: 0.39), [container_lid] is beside [red_box] (score: 0.13), [container_lid] is in front of [human_body] (score: 0.07), [red_box] is beside [container_box] (score: 0.31), [red_box] is beside [container_lid] (score: 0.17), [operator_hand] is holding [component_box] (score: 0.06)
