Frame ID | Spatial Relations
F0009 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.85), [human_body] is holding [container_box] (score: 0.68), [human_body] is holding [yellow_box] (score: 0.48), [human_body] is beside [component_box] (score: 0.39), [human_body] is holding [red_box] (score: 0.27), [human_body] is on [operator_hand] (score: 0.15), [container_box] is beside [red_box] (score: 0.13), [container_box] is holding [container_lid] (score: 0.11), [container_box] is in front of [human_body] (score: 0.11), [operator_hand] is on [human_body] (score: 0.14), [red_box] is beside [container_box] (score: 0.27), [container_lid] is on top of [container_box] (score: 0.29), [yellow_box] is inside [container_lid] (score: 0.33), [yellow_box] is inside [container_box] (score: 0.29), [component_box] is behind [human_body] (score: 0.22)
F0010 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.85), [human_body] is holding [container_box] (score: 0.68), [human_body] is holding [yellow_box] (score: 0.48), [human_body] is beside [component_box] (score: 0.39), [human_body] is holding [red_box] (score: 0.27), [human_body] is on [operator_hand] (score: 0.15), [container_box] is beside [red_box] (score: 0.13), [container_box] is holding [container_lid] (score: 0.11), [container_box] is in front of [human_body] (score: 0.11), [operator_hand] is on [human_body] (score: 0.14), [red_box] is beside [container_box] (score: 0.27), [container_lid] is on top of [container_box] (score: 0.29), [yellow_box] is inside [container_lid] (score: 0.33), [yellow_box] is inside [container_box] (score: 0.29), [component_box] is behind [human_body] (score: 0.22)
F0011 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.85), [human_body] is holding [container_box] (score: 0.68), [human_body] is holding [yellow_box] (score: 0.48), [human_body] is beside [component_box] (score: 0.39), [human_body] is holding [red_box] (score: 0.27), [human_body] is on [operator_hand] (score: 0.15), [container_box] is beside [red_box] (score: 0.13), [container_box] is holding [container_lid] (score: 0.11), [container_box] is in front of [human_body] (score: 0.11), [operator_hand] is on [human_body] (score: 0.14), [red_box] is beside [container_box] (score: 0.27), [container_lid] is on top of [container_box] (score: 0.29), [yellow_box] is inside [container_lid] (score: 0.33), [yellow_box] is inside [container_box] (score: 0.29), [component_box] is behind [human_body] (score: 0.22)
F0012 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.85), [human_body] is holding [container_box] (score: 0.68), [human_body] is holding [yellow_box] (score: 0.48), [human_body] is beside [component_box] (score: 0.39), [human_body] is holding [red_box] (score: 0.27), [human_body] is on [operator_hand] (score: 0.15), [container_box] is beside [red_box] (score: 0.13), [container_box] is holding [container_lid] (score: 0.11), [container_box] is in front of [human_body] (score: 0.11), [operator_hand] is on [human_body] (score: 0.14), [red_box] is beside [container_box] (score: 0.27), [container_lid] is on top of [container_box] (score: 0.29), [yellow_box] is inside [container_lid] (score: 0.33), [yellow_box] is inside [container_box] (score: 0.29), [component_box] is behind [human_body] (score: 0.22)
F0013 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.85), [human_body] is holding [container_box] (score: 0.68), [human_body] is holding [yellow_box] (score: 0.48), [human_body] is beside [component_box] (score: 0.39), [human_body] is holding [red_box] (score: 0.27), [human_body] is on [operator_hand] (score: 0.15), [container_box] is beside [red_box] (score: 0.13), [container_box] is holding [container_lid] (score: 0.11), [container_box] is in front of [human_body] (score: 0.11), [operator_hand] is on [human_body] (score: 0.14), [container_lid] is on top of [container_box] (score: 0.29), [red_box] is beside [container_box] (score: 0.27), [yellow_box] is inside [container_lid] (score: 0.33), [yellow_box] is inside [container_box] (score: 0.29), [component_box] is behind [human_body] (score: 0.22)
F0014 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.85), [human_body] is holding [container_box] (score: 0.68), [human_body] is holding [yellow_box] (score: 0.48), [human_body] is beside [component_box] (score: 0.39), [human_body] is holding [red_box] (score: 0.27), [human_body] is on [operator_hand] (score: 0.15), [container_box] is beside [red_box] (score: 0.13), [container_box] is holding [container_lid] (score: 0.11), [container_box] is in front of [human_body] (score: 0.11), [operator_hand] is on [human_body] (score: 0.14), [container_lid] is on top of [container_box] (score: 0.29), [red_box] is beside [container_box] (score: 0.27), [yellow_box] is inside [container_lid] (score: 0.33), [yellow_box] is inside [container_box] (score: 0.29), [component_box] is behind [human_body] (score: 0.22)
F0015 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.85), [human_body] is holding [container_box] (score: 0.68), [human_body] is holding [yellow_box] (score: 0.48), [human_body] is beside [component_box] (score: 0.39), [human_body] is holding [red_box] (score: 0.27), [human_body] is on [operator_hand] (score: 0.15), [container_box] is beside [red_box] (score: 0.13), [container_box] is holding [container_lid] (score: 0.11), [container_box] is in front of [human_body] (score: 0.11), [operator_hand] is on [human_body] (score: 0.14), [red_box] is beside [container_box] (score: 0.27), [container_lid] is on top of [container_box] (score: 0.29), [yellow_box] is inside [container_lid] (score: 0.33), [yellow_box] is inside [container_box] (score: 0.29), [component_box] is behind [human_body] (score: 0.22)
F0016 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [component_box] is inside [container_box] (score: 0.52)
F0017 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [component_box] is inside [container_box] (score: 0.52)
F0018 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [component_box] is inside [container_box] (score: 0.52)
F0019 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [component_box] is inside [container_box] (score: 0.52)
F0020 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [component_box] is inside [container_box] (score: 0.52)
F0021 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [component_box] is inside [container_box] (score: 0.52)
F0022 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [component_box] is inside [container_box] (score: 0.52)
F0023 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [component_box] is inside [container_box] (score: 0.52)
F0024 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [component_box] is inside [container_box] (score: 0.52)
F0025 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [component_box] is inside [container_box] (score: 0.52)
F0026 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [component_box] is inside [container_box] (score: 0.52)
F0027 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [component_box] is inside [container_box] (score: 0.52)
F0028 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [component_box] is inside [container_box] (score: 0.52)
F0029 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [component_box] is inside [container_box] (score: 0.52)
F0030 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.69), [human_body] is holding [container_box] (score: 0.48), [human_body] is beside [red_box] (score: 0.20), [container_box] is beside [red_box] (score: 0.38), [container_box] is in front of [container_lid] (score: 0.37), [container_box] is on [component_box] (score: 0.26), [container_box] is in front of [human_body] (score: 0.22), [container_lid] is on top of [container_box] (score: 0.38), [container_lid] is beside [red_box] (score: 0.27), [container_lid] is in front of [human_body] (score: 0.22), [red_box] is beside [container_box] (score: 0.49), [red_box] is on [yellow_box] (score: 0.44), [red_box] is beside [container_lid] (score: 0.38), [red_box] is beside [human_body] (score: 0.17), [component_box] is inside [container_box] (score: 0.52)
F0031 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0032 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0033 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0034 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0035 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0036 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0037 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0038 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0039 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0040 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0041 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0042 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [component_box] is inside [container_box] (score: 0.64)
F0043 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [component_box] is inside [container_box] (score: 0.64)
F0044 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [component_box] is inside [container_box] (score: 0.64)
F0045 | [human_body] is behind [container_box], [human_body] is holding [container_lid] (score: 0.78), [human_body] is holding [yellow_box] (score: 0.77), [human_body] is beside [container_box] (score: 0.49), [yellow_box] is inside [container_lid] (score: 0.64), [yellow_box] is inside [container_box] (score: 0.41), [container_box] is contained in [component_box] (score: 0.35), [container_box] is in front of [container_lid] (score: 0.30), [container_box] is beside [red_box] (score: 0.20), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.41), [container_lid] is contained in [component_box] (score: 0.19), [container_lid] is beside [red_box] (score: 0.16), [red_box] is beside [container_box] (score: 0.38), [red_box] is beside [container_lid] (score: 0.15), [component_box] is inside [container_box] (score: 0.64)
F0046 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [yellow_box] is contained in [component_box] (score: 0.12), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0047 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [yellow_box] is contained in [component_box] (score: 0.12), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
F0048 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.87), [human_body] is holding [component_box] (score: 0.86), [human_body] is holding [operator_hand] (score: 0.54), [human_body] is behind [container_box] (score: 0.42), [human_body] is behind [container_lid] (score: 0.32), [container_box] is holding [container_lid] (score: 0.28), [container_box] is beside [red_box] (score: 0.24), [container_box] is in front of [human_body] (score: 0.18), [container_lid] is on top of [container_box] (score: 0.47), [container_lid] is beside [red_box] (score: 0.17), [container_lid] is in front of [human_body] (score: 0.14), [yellow_box] is contained in [component_box] (score: 0.12), [red_box] is beside [container_box] (score: 0.36), [red_box] is beside [container_lid] (score: 0.23), [component_box] is inside [yellow_box] (score: 0.18)
